Email,AnnualIncome,HomeOwner
YBI697@ybifoundation.ybif,"? 40,000.00",Yes
YBI698@ybifoundation.ybif,"? 40,000.00",Yes
YBI699@ybifoundation.ybif,"? 40,000.00",Yes
YBI700@ybifoundation.ybif,"? 40,000.00",Yes
YBI701@ybifoundation.ybif,"? 50,000.00",Yes
YBI702@ybifoundation.ybif,"? 40,000.00",Yes
YBI703@ybifoundation.ybif,"? 60,000.00",Yes
YBI704@ybifoundation.ybif,"? 60,000.00",No
YBI705@ybifoundation.ybif,"? 60,000.00",Yes
YBI706@ybifoundation.ybif,"? 60,000.00",Yes
YBI707@ybifoundation.ybif,"? 30,000.00",Yes
YBI708@ybifoundation.ybif,"? 30,000.00",Yes
YBI709@ybifoundation.ybif,"? 30,000.00",Yes
YBI710@ybifoundation.ybif,"? 20,000.00",Yes
YBI711@ybifoundation.ybif,"? 20,000.00",No
YBI712@ybifoundation.ybif,"? 30,000.00",Yes
YBI713@ybifoundation.ybif,"? 30,000.00",Yes
YBI714@ybifoundation.ybif,"? 30,000.00",Yes
YBI715@ybifoundation.ybif,"? 40,000.00",Yes
YBI716@ybifoundation.ybif,"? 40,000.00",Yes
YBI717@ybifoundation.ybif,"? 40,000.00",Yes
YBI718@ybifoundation.ybif,"? 40,000.00",Yes
YBI719@ybifoundation.ybif,"? 80,000.00",Yes
YBI720@ybifoundation.ybif,"? 40,000.00",Yes
YBI721@ybifoundation.ybif,"? 40,000.00",Yes
YBI722@ybifoundation.ybif,"? 40,000.00",Yes
YBI723@ybifoundation.ybif,"? 40,000.00",Yes
YBI724@ybifoundation.ybif,"? 40,000.00",Yes
YBI725@ybifoundation.ybif,"? 40,000.00",Yes
YBI726@ybifoundation.ybif,"? 40,000.00",Yes
YBI727@ybifoundation.ybif,"? 40,000.00",Yes
YBI728@ybifoundation.ybif,"? 40,000.00",Yes
YBI729@ybifoundation.ybif,"? 40,000.00",Yes
YBI730@ybifoundation.ybif,"? 40,000.00",Yes
YBI731@ybifoundation.ybif,"? 60,000.00",Yes
YBI732@ybifoundation.ybif,"? 60,000.00",Yes
YBI733@ybifoundation.ybif,"? 60,000.00",Yes
YBI734@ybifoundation.ybif,"? 60,000.00",Yes
YBI735@ybifoundation.ybif,"? 60,000.00",No
YBI736@ybifoundation.ybif,"? 60,000.00",Yes
YBI737@ybifoundation.ybif,"? 60,000.00",Yes
YBI738@ybifoundation.ybif,"? 60,000.00",No
YBI739@ybifoundation.ybif,"? 20,000.00",No
YBI740@ybifoundation.ybif,"? 20,000.00",Yes
YBI741@ybifoundation.ybif,"? 30,000.00",Yes
YBI742@ybifoundation.ybif,"? 30,000.00",Yes
YBI743@ybifoundation.ybif,"? 30,000.00",Yes
YBI744@ybifoundation.ybif,"? 40,000.00",Yes
YBI745@ybifoundation.ybif,"? 40,000.00",Yes
YBI746@ybifoundation.ybif,"? 40,000.00",Yes
YBI747@ybifoundation.ybif,"? 10,000.00",Yes
YBI748@ybifoundation.ybif,"? 20,000.00",No
YBI749@ybifoundation.ybif,"? 20,000.00",Yes
YBI750@ybifoundation.ybif,"? 10,000.00",Yes
YBI751@ybifoundation.ybif,"? 40,000.00",Yes
YBI752@ybifoundation.ybif,"? 20,000.00",Yes
YBI753@ybifoundation.ybif,"? 30,000.00",No
YBI754@ybifoundation.ybif,"? 30,000.00",No
YBI755@ybifoundation.ybif,"? 30,000.00",No
YBI756@ybifoundation.ybif,"? 30,000.00",No
YBI757@ybifoundation.ybif,"? 10,000.00",Yes
YBI758@ybifoundation.ybif,"? 20,000.00",Yes
YBI759@ybifoundation.ybif,"? 20,000.00",No
YBI760@ybifoundation.ybif,"? 20,000.00",No
YBI761@ybifoundation.ybif,"? 20,000.00",Yes
YBI762@ybifoundation.ybif,"? 40,000.00",Yes
YBI763@ybifoundation.ybif,"? 40,000.00",Yes
YBI764@ybifoundation.ybif,"? 20,000.00",Yes
YBI765@ybifoundation.ybif,"? 30,000.00",Yes
YBI766@ybifoundation.ybif,"? 30,000.00",Yes
YBI767@ybifoundation.ybif,"? 30,000.00",Yes
YBI768@ybifoundation.ybif,"? 30,000.00",Yes
YBI769@ybifoundation.ybif,"? 20,000.00",Yes
YBI770@ybifoundation.ybif,"? 20,000.00",Yes
YBI771@ybifoundation.ybif,"? 20,000.00",Yes
YBI772@ybifoundation.ybif,"? 30,000.00",Yes
YBI773@ybifoundation.ybif,"? 30,000.00",Yes
YBI774@ybifoundation.ybif,"? 10,000.00",Yes
YBI775@ybifoundation.ybif,"? 20,000.00",Yes
YBI776@ybifoundation.ybif,"? 30,000.00",Yes
YBI777@ybifoundation.ybif,"? 40,000.00",Yes
YBI778@ybifoundation.ybif,"? 30,000.00",Yes
YBI779@ybifoundation.ybif,"? 30,000.00",Yes
YBI780@ybifoundation.ybif,"? 40,000.00",Yes
YBI781@ybifoundation.ybif,"? 40,000.00",Yes
YBI782@ybifoundation.ybif,"? 40,000.00",Yes
YBI783@ybifoundation.ybif,"? 30,000.00",Yes
YBI784@ybifoundation.ybif,"? 30,000.00",No
YBI785@ybifoundation.ybif,"? 40,000.00",Yes
YBI786@ybifoundation.ybif,"? 30,000.00",Yes
YBI787@ybifoundation.ybif,"? 30,000.00",Yes
YBI788@ybifoundation.ybif,"? 20,000.00",No
YBI789@ybifoundation.ybif,"? 20,000.00",Yes
YBI790@ybifoundation.ybif,"? 20,000.00",Yes
YBI791@ybifoundation.ybif,"? 20,000.00",Yes
YBI792@ybifoundation.ybif,"? 40,000.00",Yes
YBI793@ybifoundation.ybif,"? 30,000.00",Yes
YBI794@ybifoundation.ybif,"? 30,000.00",Yes
YBI795@ybifoundation.ybif,"? 20,000.00",No
YBI796@ybifoundation.ybif,"? 30,000.00",No
YBI797@ybifoundation.ybif,"? 30,000.00",Yes
YBI798@ybifoundation.ybif,"? 30,000.00",No
YBI799@ybifoundation.ybif,"? 30,000.00",No
YBI800@ybifoundation.ybif,"? 30,000.00",Yes
YBI801@ybifoundation.ybif,"? 20,000.00",No
YBI802@ybifoundation.ybif,"? 10,000.00",No
YBI803@ybifoundation.ybif,"? 20,000.00",Yes
YBI804@ybifoundation.ybif,"? 20,000.00",No
YBI805@ybifoundation.ybif,"? 30,000.00",No
YBI806@ybifoundation.ybif,"? 30,000.00",No
YBI807@ybifoundation.ybif,"? 20,000.00",No
YBI808@ybifoundation.ybif,"? 20,000.00",No
YBI809@ybifoundation.ybif,"? 30,000.00",No
YBI810@ybifoundation.ybif,"? 30,000.00",No
YBI811@ybifoundation.ybif,"? 40,000.00",Yes
YBI812@ybifoundation.ybif,"? 40,000.00",Yes
YBI813@ybifoundation.ybif,"? 60,000.00",No
YBI814@ybifoundation.ybif,"? 60,000.00",Yes
YBI815@ybifoundation.ybif,"? 50,000.00",Yes
YBI816@ybifoundation.ybif,"? 50,000.00",Yes
YBI817@ybifoundation.ybif,"? 50,000.00",No
YBI818@ybifoundation.ybif,"? 50,000.00",Yes
YBI819@ybifoundation.ybif,"? 50,000.00",Yes
YBI820@ybifoundation.ybif,"? 50,000.00",Yes
YBI821@ybifoundation.ybif,"? 50,000.00",Yes
YBI822@ybifoundation.ybif,"? 50,000.00",Yes
YBI823@ybifoundation.ybif,"? 60,000.00",Yes
YBI824@ybifoundation.ybif,"? 40,000.00",Yes
YBI825@ybifoundation.ybif,"? 40,000.00",Yes
YBI826@ybifoundation.ybif,"? 60,000.00",Yes
YBI827@ybifoundation.ybif,"? 60,000.00",Yes
YBI828@ybifoundation.ybif,"? 40,000.00",Yes
YBI829@ybifoundation.ybif,"? 60,000.00",Yes
YBI830@ybifoundation.ybif,"? 60,000.00",Yes
YBI831@ybifoundation.ybif,"? 60,000.00",Yes
YBI832@ybifoundation.ybif,"? 70,000.00",Yes
YBI833@ybifoundation.ybif,"? 70,000.00",Yes
YBI834@ybifoundation.ybif,"? 70,000.00",Yes
YBI835@ybifoundation.ybif,"? 50,000.00",Yes
YBI836@ybifoundation.ybif,"? 50,000.00",Yes
YBI837@ybifoundation.ybif,"? 50,000.00",Yes
YBI838@ybifoundation.ybif,"? 50,000.00",Yes
YBI839@ybifoundation.ybif,"? 40,000.00",Yes
YBI840@ybifoundation.ybif,"? 40,000.00",Yes
YBI841@ybifoundation.ybif,"? 40,000.00",Yes
YBI842@ybifoundation.ybif,"? 40,000.00",No
YBI843@ybifoundation.ybif,"? 60,000.00",Yes
YBI844@ybifoundation.ybif,"? 60,000.00",Yes
YBI845@ybifoundation.ybif,"? 60,000.00",Yes
YBI846@ybifoundation.ybif,"? 60,000.00",Yes
YBI847@ybifoundation.ybif,"? 60,000.00",Yes
YBI848@ybifoundation.ybif,"? 60,000.00",Yes
YBI849@ybifoundation.ybif,"? 60,000.00",Yes
YBI850@ybifoundation.ybif,"? 70,000.00",Yes
YBI851@ybifoundation.ybif,"? 70,000.00",Yes
YBI852@ybifoundation.ybif,"? 70,000.00",Yes
YBI853@ybifoundation.ybif,"? 60,000.00",Yes
YBI854@ybifoundation.ybif,"? 60,000.00",Yes
YBI855@ybifoundation.ybif,"? 60,000.00",Yes
YBI856@ybifoundation.ybif,"? 60,000.00",Yes
YBI857@ybifoundation.ybif,"? 60,000.00",Yes
YBI858@ybifoundation.ybif,"? 70,000.00",Yes
YBI859@ybifoundation.ybif,"? 70,000.00",Yes
YBI860@ybifoundation.ybif,"? 70,000.00",Yes
YBI861@ybifoundation.ybif,"? 80,000.00",Yes
YBI862@ybifoundation.ybif,"? 70,000.00",Yes
YBI863@ybifoundation.ybif,"? 70,000.00",Yes
YBI864@ybifoundation.ybif,"? 70,000.00",Yes
YBI865@ybifoundation.ybif,"? 70,000.00",Yes
YBI866@ybifoundation.ybif,"? 60,000.00",No
YBI867@ybifoundation.ybif,"? 60,000.00",Yes
YBI868@ybifoundation.ybif,"? 60,000.00",Yes
YBI869@ybifoundation.ybif,"? 60,000.00",Yes
YBI870@ybifoundation.ybif,"? 70,000.00",Yes
YBI871@ybifoundation.ybif,"? 80,000.00",Yes
YBI872@ybifoundation.ybif,"? 60,000.00",Yes
YBI873@ybifoundation.ybif,"? 70,000.00",Yes
YBI874@ybifoundation.ybif,"? 70,000.00",Yes
YBI875@ybifoundation.ybif,"? 70,000.00",Yes
YBI876@ybifoundation.ybif,"? 70,000.00",Yes
YBI877@ybifoundation.ybif,"? 70,000.00",No
YBI878@ybifoundation.ybif,"? 80,000.00",Yes
YBI879@ybifoundation.ybif,"? 40,000.00",No
YBI880@ybifoundation.ybif,"? 40,000.00",No
YBI881@ybifoundation.ybif,"? 40,000.00",No
YBI882@ybifoundation.ybif,"? 80,000.00",Yes
YBI883@ybifoundation.ybif,"? 80,000.00",Yes
YBI884@ybifoundation.ybif,"? 60,000.00",Yes
YBI885@ybifoundation.ybif,"? 40,000.00",No
YBI886@ybifoundation.ybif,"? 40,000.00",No
YBI887@ybifoundation.ybif,"? 50,000.00",No
YBI888@ybifoundation.ybif,"? 50,000.00",Yes
YBI889@ybifoundation.ybif,"? 50,000.00",Yes
YBI890@ybifoundation.ybif,"? 50,000.00",Yes
YBI891@ybifoundation.ybif,"? 50,000.00",Yes
YBI892@ybifoundation.ybif,"? 50,000.00",Yes
YBI893@ybifoundation.ybif,"? 60,000.00",No
YBI894@ybifoundation.ybif,"? 60,000.00",No
YBI895@ybifoundation.ybif,"? 60,000.00",Yes
YBI896@ybifoundation.ybif,"? 60,000.00",Yes
YBI897@ybifoundation.ybif,"? 60,000.00",No
YBI898@ybifoundation.ybif,"? 60,000.00",Yes
YBI899@ybifoundation.ybif,"? 60,000.00",Yes
YBI900@ybifoundation.ybif,"? 60,000.00",Yes
YBI901@ybifoundation.ybif,"? 60,000.00",Yes
YBI902@ybifoundation.ybif,"? 60,000.00",No
YBI903@ybifoundation.ybif,"? 40,000.00",Yes
YBI904@ybifoundation.ybif,"? 70,000.00",No
YBI905@ybifoundation.ybif,"? 70,000.00",Yes
YBI906@ybifoundation.ybif,"? 70,000.00",Yes
YBI907@ybifoundation.ybif,"? 70,000.00",Yes
YBI908@ybifoundation.ybif,"? 70,000.00",Yes
YBI909@ybifoundation.ybif,"? 40,000.00",Yes
YBI910@ybifoundation.ybif,"? 60,000.00",No
YBI911@ybifoundation.ybif,"? 60,000.00",Yes
YBI912@ybifoundation.ybif,"? 40,000.00",Yes
YBI913@ybifoundation.ybif,"? 40,000.00",Yes
YBI914@ybifoundation.ybif,"? 40,000.00",Yes
YBI915@ybifoundation.ybif,"? 60,000.00",Yes
YBI916@ybifoundation.ybif,"? 70,000.00",No
YBI917@ybifoundation.ybif,"? 70,000.00",No
YBI918@ybifoundation.ybif,"? 70,000.00",No
YBI919@ybifoundation.ybif,"? 70,000.00",No
YBI920@ybifoundation.ybif,"? 60,000.00",No
YBI921@ybifoundation.ybif,"? 60,000.00",Yes
YBI922@ybifoundation.ybif,"? 60,000.00",Yes
YBI923@ybifoundation.ybif,"? 60,000.00",Yes
YBI924@ybifoundation.ybif,"? 60,000.00",Yes
YBI925@ybifoundation.ybif,"? 60,000.00",Yes
YBI926@ybifoundation.ybif,"? 60,000.00",Yes
YBI927@ybifoundation.ybif,"? 60,000.00",No
YBI928@ybifoundation.ybif,"? 60,000.00",Yes
YBI929@ybifoundation.ybif,"? 60,000.00",No
YBI930@ybifoundation.ybif,"? 60,000.00",Yes
YBI931@ybifoundation.ybif,"? 60,000.00",Yes
YBI932@ybifoundation.ybif,"? 70,000.00",Yes
YBI933@ybifoundation.ybif,"? 70,000.00",No
YBI934@ybifoundation.ybif,"? 80,000.00",Yes
YBI935@ybifoundation.ybif,"? 60,000.00",No
YBI936@ybifoundation.ybif,"? 60,000.00",Yes
YBI937@ybifoundation.ybif,"? 60,000.00",Yes
YBI938@ybifoundation.ybif,"? 60,000.00",Yes
YBI939@ybifoundation.ybif,"? 60,000.00",Yes
YBI940@ybifoundation.ybif,"? 70,000.00",Yes
YBI941@ybifoundation.ybif,"? 70,000.00",Yes
YBI942@ybifoundation.ybif,"? 80,000.00",No
YBI943@ybifoundation.ybif,"? 60,000.00",Yes
YBI944@ybifoundation.ybif,"? 80,000.00",Yes
YBI945@ybifoundation.ybif,"? 80,000.00",Yes
YBI946@ybifoundation.ybif,"? 80,000.00",Yes
YBI947@ybifoundation.ybif,"? 90,000.00",Yes
YBI948@ybifoundation.ybif,"? 60,000.00",Yes
YBI949@ybifoundation.ybif,"? 60,000.00",No
YBI950@ybifoundation.ybif,"? 70,000.00",Yes
YBI951@ybifoundation.ybif,"? 70,000.00",Yes
YBI952@ybifoundation.ybif,"? 1,10,000.00",No
YBI953@ybifoundation.ybif,"? 70,000.00",Yes
YBI954@ybifoundation.ybif,"? 70,000.00",Yes
YBI955@ybifoundation.ybif,"? 70,000.00",Yes
YBI956@ybifoundation.ybif,"? 80,000.00",Yes
YBI957@ybifoundation.ybif,"? 80,000.00",Yes
YBI958@ybifoundation.ybif,"? 80,000.00",Yes
YBI959@ybifoundation.ybif,"? 90,000.00",No
YBI960@ybifoundation.ybif,"? 90,000.00",No
YBI961@ybifoundation.ybif,"? 90,000.00",Yes
YBI962@ybifoundation.ybif,"? 50,000.00",Yes
YBI963@ybifoundation.ybif,"? 50,000.00",No
YBI964@ybifoundation.ybif,"? 50,000.00",No
YBI965@ybifoundation.ybif,"? 50,000.00",Yes
YBI966@ybifoundation.ybif,"? 50,000.00",Yes
YBI967@ybifoundation.ybif,"? 50,000.00",Yes
YBI968@ybifoundation.ybif,"? 50,000.00",Yes
YBI969@ybifoundation.ybif,"? 50,000.00",Yes
YBI970@ybifoundation.ybif,"? 40,000.00",Yes
YBI971@ybifoundation.ybif,"? 60,000.00",Yes
YBI972@ybifoundation.ybif,"? 60,000.00",Yes
YBI973@ybifoundation.ybif,"? 60,000.00",Yes
YBI974@ybifoundation.ybif,"? 60,000.00",Yes
YBI975@ybifoundation.ybif,"? 60,000.00",Yes
YBI976@ybifoundation.ybif,"? 60,000.00",Yes
YBI977@ybifoundation.ybif,"? 40,000.00",Yes
YBI978@ybifoundation.ybif,"? 40,000.00",Yes
YBI979@ybifoundation.ybif,"? 60,000.00",Yes
YBI980@ybifoundation.ybif,"? 60,000.00",Yes
YBI981@ybifoundation.ybif,"? 70,000.00",Yes
YBI982@ybifoundation.ybif,"? 50,000.00",Yes
YBI983@ybifoundation.ybif,"? 50,000.00",Yes
YBI984@ybifoundation.ybif,"? 60,000.00",Yes
YBI985@ybifoundation.ybif,"? 40,000.00",Yes
YBI986@ybifoundation.ybif,"? 40,000.00",Yes
YBI987@ybifoundation.ybif,"? 40,000.00",Yes
YBI988@ybifoundation.ybif,"? 40,000.00",Yes
YBI989@ybifoundation.ybif,"? 40,000.00",No
YBI990@ybifoundation.ybif,"? 40,000.00",Yes
YBI991@ybifoundation.ybif,"? 40,000.00",Yes
YBI992@ybifoundation.ybif,"? 40,000.00",Yes
YBI993@ybifoundation.ybif,"? 60,000.00",Yes
YBI994@ybifoundation.ybif,"? 60,000.00",Yes
YBI995@ybifoundation.ybif,"? 60,000.00",Yes
YBI996@ybifoundation.ybif,"? 60,000.00",Yes
YBI997@ybifoundation.ybif,"? 60,000.00",Yes
YBI998@ybifoundation.ybif,"? 70,000.00",Yes
YBI999@ybifoundation.ybif,"? 70,000.00",Yes
YBI1000@ybifoundation.ybif,"? 70,000.00",Yes
YBI1001@ybifoundation.ybif,"? 60,000.00",Yes
YBI1002@ybifoundation.ybif,"? 60,000.00",Yes
YBI1003@ybifoundation.ybif,"? 40,000.00",No
YBI1004@ybifoundation.ybif,"? 40,000.00",Yes
YBI1005@ybifoundation.ybif,"? 40,000.00",No
YBI1006@ybifoundation.ybif,"? 40,000.00",No
YBI1007@ybifoundation.ybif,"? 60,000.00",Yes
YBI1008@ybifoundation.ybif,"? 70,000.00",Yes
YBI1009@ybifoundation.ybif,"? 70,000.00",Yes
YBI1010@ybifoundation.ybif,"? 70,000.00",Yes
YBI1011@ybifoundation.ybif,"? 70,000.00",Yes
YBI1012@ybifoundation.ybif,"? 70,000.00",Yes
YBI1013@ybifoundation.ybif,"? 60,000.00",Yes
YBI1014@ybifoundation.ybif,"? 60,000.00",Yes
YBI1015@ybifoundation.ybif,"? 60,000.00",Yes
YBI1016@ybifoundation.ybif,"? 70,000.00",Yes
YBI1017@ybifoundation.ybif,"? 70,000.00",Yes
YBI1018@ybifoundation.ybif,"? 70,000.00",Yes
YBI1019@ybifoundation.ybif,"? 70,000.00",Yes
YBI1020@ybifoundation.ybif,"? 60,000.00",Yes
YBI1021@ybifoundation.ybif,"? 70,000.00",Yes
YBI1022@ybifoundation.ybif,"? 70,000.00",Yes
YBI1023@ybifoundation.ybif,"? 80,000.00",Yes
YBI1024@ybifoundation.ybif,"? 80,000.00",Yes
YBI1025@ybifoundation.ybif,"? 40,000.00",No
YBI1026@ybifoundation.ybif,"? 80,000.00",Yes
YBI1027@ybifoundation.ybif,"? 80,000.00",No
YBI1028@ybifoundation.ybif,"? 80,000.00",Yes
YBI1029@ybifoundation.ybif,"? 80,000.00",Yes
YBI1030@ybifoundation.ybif,"? 80,000.00",Yes
YBI1031@ybifoundation.ybif,"? 80,000.00",No
YBI1032@ybifoundation.ybif,"? 60,000.00",Yes
YBI1033@ybifoundation.ybif,"? 60,000.00",Yes
YBI1034@ybifoundation.ybif,"? 40,000.00",No
YBI1035@ybifoundation.ybif,"? 50,000.00",Yes
YBI1036@ybifoundation.ybif,"? 50,000.00",No
YBI1037@ybifoundation.ybif,"? 50,000.00",Yes
YBI1038@ybifoundation.ybif,"? 30,000.00",No
YBI1039@ybifoundation.ybif,"? 50,000.00",Yes
YBI1040@ybifoundation.ybif,"? 50,000.00",No
YBI1041@ybifoundation.ybif,"? 50,000.00",Yes
YBI1042@ybifoundation.ybif,"? 50,000.00",Yes
YBI1043@ybifoundation.ybif,"? 50,000.00",Yes
YBI1044@ybifoundation.ybif,"? 60,000.00",Yes
YBI1045@ybifoundation.ybif,"? 60,000.00",No
YBI1046@ybifoundation.ybif,"? 60,000.00",Yes
YBI1047@ybifoundation.ybif,"? 60,000.00",No
YBI1048@ybifoundation.ybif,"? 60,000.00",Yes
YBI1049@ybifoundation.ybif,"? 60,000.00",Yes
YBI1050@ybifoundation.ybif,"? 60,000.00",No
YBI1051@ybifoundation.ybif,"? 40,000.00",Yes
YBI1052@ybifoundation.ybif,"? 70,000.00",Yes
YBI1053@ybifoundation.ybif,"? 70,000.00",Yes
YBI1054@ybifoundation.ybif,"? 40,000.00",Yes
YBI1055@ybifoundation.ybif,"? 60,000.00",Yes
YBI1056@ybifoundation.ybif,"? 60,000.00",Yes
YBI1057@ybifoundation.ybif,"? 60,000.00",Yes
YBI1058@ybifoundation.ybif,"? 60,000.00",No
YBI1059@ybifoundation.ybif,"? 40,000.00",Yes
YBI1060@ybifoundation.ybif,"? 70,000.00",Yes
YBI1061@ybifoundation.ybif,"? 70,000.00",No
YBI1062@ybifoundation.ybif,"? 70,000.00",No
YBI1063@ybifoundation.ybif,"? 70,000.00",No
YBI1064@ybifoundation.ybif,"? 60,000.00",No
YBI1065@ybifoundation.ybif,"? 60,000.00",No
YBI1066@ybifoundation.ybif,"? 60,000.00",No
YBI1067@ybifoundation.ybif,"? 60,000.00",No
YBI1068@ybifoundation.ybif,"? 60,000.00",Yes
YBI1069@ybifoundation.ybif,"? 60,000.00",Yes
YBI1070@ybifoundation.ybif,"? 60,000.00",Yes
YBI1071@ybifoundation.ybif,"? 60,000.00",Yes
YBI1072@ybifoundation.ybif,"? 60,000.00",Yes
YBI1073@ybifoundation.ybif,"? 60,000.00",Yes
YBI1074@ybifoundation.ybif,"? 60,000.00",Yes
YBI1075@ybifoundation.ybif,"? 70,000.00",Yes
YBI1076@ybifoundation.ybif,"? 80,000.00",Yes
YBI1077@ybifoundation.ybif,"? 80,000.00",Yes
YBI1078@ybifoundation.ybif,"? 60,000.00",Yes
YBI1079@ybifoundation.ybif,"? 60,000.00",Yes
YBI1080@ybifoundation.ybif,"? 60,000.00",Yes
YBI1081@ybifoundation.ybif,"? 60,000.00",Yes
YBI1082@ybifoundation.ybif,"? 70,000.00",Yes
YBI1083@ybifoundation.ybif,"? 70,000.00",Yes
YBI1084@ybifoundation.ybif,"? 90,000.00",Yes
YBI1085@ybifoundation.ybif,"? 90,000.00",Yes
YBI1086@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI1087@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI1088@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI1089@ybifoundation.ybif,"? 60,000.00",No
YBI1090@ybifoundation.ybif,"? 80,000.00",Yes
YBI1091@ybifoundation.ybif,"? 80,000.00",Yes
YBI1092@ybifoundation.ybif,"? 90,000.00",Yes
YBI1093@ybifoundation.ybif,"? 60,000.00",No
YBI1094@ybifoundation.ybif,"? 70,000.00",Yes
YBI1095@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI1096@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI1097@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI1098@ybifoundation.ybif,"? 80,000.00",Yes
YBI1099@ybifoundation.ybif,"? 80,000.00",Yes
YBI1100@ybifoundation.ybif,"? 80,000.00",Yes
YBI1101@ybifoundation.ybif,"? 80,000.00",No
YBI1102@ybifoundation.ybif,"? 80,000.00",Yes
YBI1103@ybifoundation.ybif,"? 80,000.00",Yes
YBI1104@ybifoundation.ybif,"? 60,000.00",Yes
YBI1105@ybifoundation.ybif,"? 60,000.00",Yes
YBI1106@ybifoundation.ybif,"? 70,000.00",No
YBI1107@ybifoundation.ybif,"? 70,000.00",Yes
YBI1108@ybifoundation.ybif,"? 70,000.00",No
YBI1109@ybifoundation.ybif,"? 70,000.00",Yes
YBI1110@ybifoundation.ybif,"? 60,000.00",Yes
YBI1111@ybifoundation.ybif,"? 60,000.00",Yes
YBI1112@ybifoundation.ybif,"? 60,000.00",Yes
YBI1113@ybifoundation.ybif,"? 60,000.00",Yes
YBI1114@ybifoundation.ybif,"? 90,000.00",No
YBI1115@ybifoundation.ybif,"? 60,000.00",No
YBI1116@ybifoundation.ybif,"? 60,000.00",No
YBI1117@ybifoundation.ybif,"? 40,000.00",Yes
YBI1118@ybifoundation.ybif,"? 40,000.00",No
YBI1119@ybifoundation.ybif,"? 40,000.00",No
YBI1120@ybifoundation.ybif,"? 30,000.00",Yes
YBI1121@ybifoundation.ybif,"? 20,000.00",No
YBI1122@ybifoundation.ybif,"? 70,000.00",Yes
YBI1123@ybifoundation.ybif,"? 70,000.00",No
YBI1124@ybifoundation.ybif,"? 40,000.00",No
YBI1125@ybifoundation.ybif,"? 40,000.00",Yes
YBI1126@ybifoundation.ybif,"? 30,000.00",Yes
YBI1127@ybifoundation.ybif,"? 30,000.00",Yes
YBI1128@ybifoundation.ybif,"? 30,000.00",No
YBI1129@ybifoundation.ybif,"? 60,000.00",Yes
YBI1130@ybifoundation.ybif,"? 60,000.00",No
YBI1131@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI1132@ybifoundation.ybif,"? 60,000.00",Yes
YBI1133@ybifoundation.ybif,"? 20,000.00",Yes
YBI1134@ybifoundation.ybif,"? 20,000.00",Yes
YBI1135@ybifoundation.ybif,"? 30,000.00",No
YBI1136@ybifoundation.ybif,"? 20,000.00",No
YBI1137@ybifoundation.ybif,"? 30,000.00",Yes
YBI1138@ybifoundation.ybif,"? 30,000.00",No
YBI1139@ybifoundation.ybif,"? 30,000.00",Yes
YBI1140@ybifoundation.ybif,"? 70,000.00",Yes
YBI1141@ybifoundation.ybif,"? 70,000.00",Yes
YBI1142@ybifoundation.ybif,"? 40,000.00",Yes
YBI1143@ybifoundation.ybif,"? 80,000.00",No
YBI1144@ybifoundation.ybif,"? 40,000.00",No
YBI1145@ybifoundation.ybif,"? 60,000.00",Yes
YBI1146@ybifoundation.ybif,"? 60,000.00",Yes
YBI1147@ybifoundation.ybif,"? 40,000.00",Yes
YBI1148@ybifoundation.ybif,"? 60,000.00",No
YBI1149@ybifoundation.ybif,"? 70,000.00",Yes
YBI1150@ybifoundation.ybif,"? 70,000.00",No
YBI1151@ybifoundation.ybif,"? 70,000.00",No
YBI1152@ybifoundation.ybif,"? 70,000.00",Yes
YBI1153@ybifoundation.ybif,"? 60,000.00",No
YBI1154@ybifoundation.ybif,"? 70,000.00",No
YBI1155@ybifoundation.ybif,"? 70,000.00",Yes
YBI1156@ybifoundation.ybif,"? 70,000.00",Yes
YBI1157@ybifoundation.ybif,"? 80,000.00",Yes
YBI1158@ybifoundation.ybif,"? 1,30,000.00",No
YBI1159@ybifoundation.ybif,"? 1,30,000.00",No
YBI1160@ybifoundation.ybif,"? 80,000.00",No
YBI1161@ybifoundation.ybif,"? 80,000.00",No
YBI1162@ybifoundation.ybif,"? 60,000.00",No
YBI1163@ybifoundation.ybif,"? 60,000.00",No
YBI1164@ybifoundation.ybif,"? 60,000.00",No
YBI1165@ybifoundation.ybif,"? 60,000.00",No
YBI1166@ybifoundation.ybif,"? 1,20,000.00",No
YBI1167@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI1168@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI1169@ybifoundation.ybif,"? 80,000.00",No
YBI1170@ybifoundation.ybif,"? 60,000.00",No
YBI1171@ybifoundation.ybif,"? 60,000.00",No
YBI1172@ybifoundation.ybif,"? 60,000.00",Yes
YBI1173@ybifoundation.ybif,"? 70,000.00",Yes
YBI1174@ybifoundation.ybif,"? 80,000.00",Yes
YBI1175@ybifoundation.ybif,"? 80,000.00",No
YBI1176@ybifoundation.ybif,"? 70,000.00",Yes
YBI1177@ybifoundation.ybif,"? 90,000.00",Yes
YBI1178@ybifoundation.ybif,"? 70,000.00",Yes
YBI1179@ybifoundation.ybif,"? 70,000.00",Yes
